注文ID,注文日,顧客ID,商品ID,商品名,カテゴリ,単価,数量,小計,割引率,割引額,売上金額,地域,支払方法
ORD00245,2024-11-09,C0774,P005,USBメモリ,記憶媒体,2000,3,6000,5,300,5700,福岡,コンビニ払い
ORD00246,2024-10-09,C0380,P009,タブレット,電子機器,50000,4,200000,0,0,200000,京都,代引き
ORD00247,2024-06-06,C0754,P010,スマートフォン,電子機器,80000,2,160000,5,8000,152000,名古屋,クレジットカード
ORD00248,2024-04-27,C0103,P008,スキャナー,周辺機器,20000,3,60000,0,0,60000,福岡,コンビニ払い
ORD00249,2024-06-22,C0165,P009,タブレット,電子機器,50000,3,150000,0,0,150000,広島,クレジットカード
ORD00250,2024-02-16,C0446,P003,キーボード,周辺機器,8000,2,16000,10,1600,14400,大阪,クレジットカード
ORD00251,2024-05-14,C0624,P004,マウス,周辺機器,3000,2,6000,0,0,6000,東京,コンビニ払い
ORD00252,2024-07-24,C0294,P010,スマートフォン,電子機器,80000,3,240000,20,48000,192000,東京,銀行振込
ORD00253,2024-11-23,C0207,P008,スキャナー,周辺機器,20000,2,40000,0,0,40000,札幌,銀行振込
ORD00254,2024-01-18,C0716,P010,スマートフォン,電子機器,80000,3,240000,10,24000,216000,福岡,銀行振込
ORD00255,2024-12-11,C0671,P001,ノートPC,電子機器,120000,2,240000,5,12000,228000,東京,銀行振込
ORD00256,2024-02-14,C0686,P005,USBメモリ,記憶媒体,2000,2,4000,0,0,4000,広島,コンビニ払い
ORD00257,2024-10-27,C0755,P004,マウス,周辺機器,3000,3,9000,0,0,9000,大阪,クレジットカード
ORD00258,2024-10-08,C0937,P005,USBメモリ,記憶媒体,2000,3,6000,10,600,5400,仙台,代引き
ORD00259,2024-05-21,C0466,P004,マウス,周辺機器,3000,3,9000,0,0,9000,広島,クレジットカード
ORD00260,2024-05-13,C0110,P003,キーボード,周辺機器,8000,2,16000,10,1600,14400,大阪,代引き
ORD00261,2024-06-23,C0898,P002,モニター,電子機器,35000,3,105000,0,0,105000,札幌,コンビニ払い
ORD00262,2024-07-12,C0776,P010,スマートフォン,電子機器,80000,2,160000,5,8000,152000,仙台,コンビニ払い
ORD00263,2024-12-14,C0494,P008,スキャナー,周辺機器,20000,3,60000,0,0,60000,大阪,代引き
ORD00264,2024-02-04,C0694,P007,プリンター,周辺機器,25000,3,75000,0,0,75000,福岡,代引き
ORD00265,2024-07-30,C0010,P006,外付けHDD,記憶媒体,10000,3,30000,20,6000,24000,札幌,銀行振込
ORD00266,2024-05-27,C0078,P002,モニター,電子機器,35000,2,70000,0,0,70000,名古屋,コンビニ払い
ORD00267,2024-06-09,C0276,P006,外付けHDD,記憶媒体,10000,1,10000,10,1000,9000,名古屋,銀行振込
ORD00268,2024-09-12,C0894,P004,マウス,周辺機器,3000,1,3000,0,0,3000,札幌,銀行振込
ORD00269,2024-04-27,C0365,P004,マウス,周辺機器,3000,1,3000,10,300,2700,名古屋,クレジットカード
ORD00270,2024-03-02,C0007,P002,モニター,電子機器,35000,4,140000,10,14000,126000,東京,コンビニ払い
ORD00271,2024-07-09,C0920,P010,スマートフォン,電子機器,80000,2,160000,15,24000,136000,札幌,コンビニ払い
ORD00272,2024-04-03,C0228,P009,タブレット,電子機器,50000,3,150000,5,7500,142500,名古屋,クレジットカード
ORD00273,2024-09-26,C0034,P007,プリンター,周辺機器,25000,2,50000,10,5000,45000,仙台,コンビニ払い
ORD00274,2024-12-17,C0716,P003,キーボード,周辺機器,8000,2,16000,0,0,16000,京都,代引き
ORD00275,2024-12-18,C0389,P001,ノートPC,電子機器,120000,1,120000,5,6000,114000,大阪,代引き
ORD00276,2024-07-04,C0562,P010,スマートフォン,電子機器,80000,2,160000,5,8000,152000,札幌,銀行振込
ORD00277,2024-05-17,C0375,P008,スキャナー,周辺機器,20000,3,60000,0,0,60000,名古屋,コンビニ払い
ORD00278,2024-08-05,C0374,P004,マウス,周辺機器,3000,2,6000,0,0,6000,広島,代引き
ORD00279,2024-08-18,C0590,P003,キーボード,周辺機器,8000,3,24000,0,0,24000,福岡,クレジットカード
ORD00280,2024-05-18,C0877,P004,マウス,周辺機器,3000,3,9000,5,450,8550,広島,銀行振込
ORD00281,2024-03-15,C0181,P003,キーボード,周辺機器,8000,2,16000,0,0,16000,広島,コンビニ払い
ORD00282,2024-03-09,C0805,P009,タブレット,電子機器,50000,5,250000,0,0,250000,京都,代引き
ORD00283,2024-05-08,C0408,P009,タブレット,電子機器,50000,3,150000,0,0,150000,大阪,銀行振込
ORD00284,2024-01-31,C0860,P004,マウス,周辺機器,3000,2,6000,5,300,5700,大阪,コンビニ払い
ORD00285,2024-06-20,C0574,P005,USBメモリ,記憶媒体,2000,2,4000,0,0,4000,札幌,代引き
ORD00286,2024-01-11,C0889,P007,プリンター,周辺機器,25000,1,25000,0,0,25000,福岡,銀行振込
ORD00287,2024-05-25,C0500,P006,外付けHDD,記憶媒体,10000,2,20000,10,2000,18000,京都,クレジットカード
ORD00288,2024-07-14,C0647,P010,スマートフォン,電子機器,80000,2,160000,15,24000,136000,名古屋,銀行振込
ORD00289,2024-11-23,C0586,P006,外付けHDD,記憶媒体,10000,2,20000,10,2000,18000,広島,クレジットカード
ORD00290,2024-02-10,C0322,P003,キーボード,周辺機器,8000,2,16000,0,0,16000,仙台,代引き
ORD00291,2024-12-29,C0278,P005,USBメモリ,記憶媒体,2000,3,6000,15,900,5100,京都,代引き
ORD00292,2024-10-27,C0172,P009,タブレット,電子機器,50000,4,200000,5,10000,190000,名古屋,クレジットカード
ORD00293,2024-03-05,C0964,P004,マウス,周辺機器,3000,3,9000,0,0,9000,大阪,銀行振込
ORD00294,2024-03-26,C0066,P007,プリンター,周辺機器,25000,1,25000,0,0,25000,京都,クレジットカード
ORD00295,2024-01-14,C0107,P007,プリンター,周辺機器,25000,3,75000,0,0,75000,札幌,銀行振込
ORD00296,2024-02-13,C0254,P007,プリンター,周辺機器,25000,2,50000,0,0,50000,札幌,コンビニ払い
ORD00297,2024-11-16,C0859,P003,キーボード,周辺機器,8000,1,8000,10,800,7200,名古屋,クレジットカード
ORD00298,2024-01-18,C0479,P006,外付けHDD,記憶媒体,10000,2,20000,5,1000,19000,札幌,コンビニ払い
ORD00299,2024-03-10,C0612,P009,タブレット,電子機器,50000,2,100000,10,10000,90000,京都,コンビニ払い
ORD00300,2024-09-25,C0494,P009,タブレット,電子機器,50000,3,150000,0,0,150000,福岡,クレジットカード
ORD00301,2024-08-14,C0267,P005,USBメモリ,記憶媒体,2000,2,4000,5,200,3800,名古屋,代引き
ORD00302,2024-01-06,C0353,P001,ノートPC,電子機器,120000,3,360000,0,0,360000,札幌,コンビニ払い
ORD00303,2024-09-30,C0307,P001,ノートPC,電子機器,120000,4,480000,5,24000,456000,東京,コンビニ払い
ORD00304,2024-05-29,C0562,P010,スマートフォン,電子機器,80000,1,80000,0,0,80000,仙台,銀行振込
ORD00305,2024-07-29,C0256,P009,タブレット,電子機器,50000,2,100000,15,15000,85000,名古屋,コンビニ払い
ORD00306,2024-07-12,C0433,P004,マウス,周辺機器,3000,2,6000,0,0,6000,福岡,代引き
ORD00307,2024-05-25,C0193,P009,タブレット,電子機器,50000,2,100000,5,5000,95000,大阪,銀行振込
ORD00308,2024-03-10,C0633,P005,USBメモリ,記憶媒体,2000,1,2000,5,100,1900,京都,代引き
ORD00309,2024-12-24,C0329,P010,スマートフォン,電子機器,80000,2,160000,5,8000,152000,東京,銀行振込
ORD00310,2024-01-26,C0996,P009,タブレット,電子機器,50000,1,50000,0,0,50000,大阪,代引き
ORD00311,2024-05-17,C0745,P003,キーボード,周辺機器,8000,3,24000,5,1200,22800,東京,銀行振込
ORD00312,2024-02-16,C0223,P003,キーボード,周辺機器,8000,1,8000,5,400,7600,仙台,コンビニ払い
ORD00313,2024-06-08,C0714,P008,スキャナー,周辺機器,20000,2,40000,5,2000,38000,東京,代引き
ORD00314,2024-02-11,C0795,P003,キーボード,周辺機器,8000,1,8000,0,0,8000,広島,クレジットカード
ORD00315,2024-10-05,C0918,P008,スキャナー,周辺機器,20000,1,20000,0,0,20000,札幌,コンビニ払い
ORD00316,2024-01-07,C0395,P002,モニター,電子機器,35000,3,105000,0,0,105000,京都,銀行振込
ORD00317,2024-01-18,C0534,P004,マウス,周辺機器,3000,2,6000,0,0,6000,福岡,コンビニ払い
ORD00318,2024-07-18,C0645,P005,USBメモリ,記憶媒体,2000,2,4000,5,200,3800,東京,クレジットカード
ORD00319,2024-05-09,C0204,P008,スキャナー,周辺機器,20000,3,60000,0,0,60000,仙台,クレジットカード
ORD00320,2024-12-07,C0649,P004,マウス,周辺機器,3000,1,3000,5,150,2850,広島,代引き
ORD00321,2024-01-08,C0123,P003,キーボード,周辺機器,8000,2,16000,10,1600,14400,広島,銀行振込
ORD00322,2024-01-05,C0705,P001,ノートPC,電子機器,120000,3,360000,5,18000,342000,名古屋,代引き
ORD00323,2024-02-15,C0094,P004,マウス,周辺機器,3000,1,3000,5,150,2850,仙台,クレジットカード
ORD00324,2024-01-31,C0719,P006,外付けHDD,記憶媒体,10000,3,30000,0,0,30000,大阪,銀行振込
ORD00325,2024-09-06,C0808,P004,マウス,周辺機器,3000,2,6000,10,600,5400,仙台,コンビニ払い
ORD00326,2024-04-08,C0742,P001,ノートPC,電子機器,120000,4,480000,0,0,480000,名古屋,代引き
ORD00327,2024-01-21,C0573,P008,スキャナー,周辺機器,20000,3,60000,5,3000,57000,札幌,コンビニ払い
ORD00328,2024-04-07,C0357,P010,スマートフォン,電子機器,80000,2,160000,10,16000,144000,仙台,コンビニ払い
ORD00329,2024-05-20,C0071,P010,スマートフォン,電子機器,80000,3,240000,0,0,240000,名古屋,コンビニ払い
ORD00330,2024-05-31,C0465,P005,USBメモリ,記憶媒体,2000,3,6000,0,0,6000,東京,コンビニ払い
ORD00331,2024-04-04,C0795,P001,ノートPC,電子機器,120000,5,600000,0,0,600000,福岡,代引き
ORD00332,2024-02-02,C0537,P009,タブレット,電子機器,50000,2,100000,0,0,100000,京都,銀行振込
ORD00333,2024-11-09,C0657,P005,USBメモリ,記憶媒体,2000,2,4000,5,200,3800,仙台,クレジットカード
ORD00334,2024-02-19,C0045,P009,タブレット,電子機器,50000,3,150000,0,0,150000,名古屋,銀行振込
ORD00335,2024-01-17,C0197,P004,マウス,周辺機器,3000,1,3000,5,150,2850,大阪,クレジットカード
ORD00336,2024-10-19,C0539,P007,プリンター,周辺機器,25000,3,75000,5,3750,71250,札幌,クレジットカード
ORD00337,2024-07-06,C0014,P004,マウス,周辺機器,3000,3,9000,0,0,9000,福岡,コンビニ払い
ORD00338,2024-02-10,C0370,P008,スキャナー,周辺機器,20000,3,60000,0,0,60000,広島,代引き
ORD00339,2024-12-28,C0542,P001,ノートPC,電子機器,120000,3,360000,10,36000,324000,東京,クレジットカード
ORD00340,2024-06-04,C0100,P002,モニター,電子機器,35000,1,35000,10,3500,31500,大阪,銀行振込
ORD00341,2024-09-29,C0539,P007,プリンター,周辺機器,25000,1,25000,0,0,25000,福岡,銀行振込
ORD00342,2024-10-12,C0785,P009,タブレット,電子機器,50000,4,200000,0,0,200000,仙台,コンビニ払い
ORD00343,2024-12-25,C0812,P007,プリンター,周辺機器,25000,1,25000,5,1250,23750,名古屋,コンビニ払い
ORD00344,2024-09-15,C0547,P006,外付けHDD,記憶媒体,10000,3,30000,0,0,30000,京都,代引き
ORD00345,2024-06-10,C0423,P009,タブレット,電子機器,50000,2,100000,0,0,100000,広島,代引き
ORD00346,2024-11-07,C0220,P004,マウス,周辺機器,3000,3,9000,10,900,8100,広島,代引き
ORD00347,2024-07-03,C0001,P008,スキャナー,周辺機器,20000,2,40000,15,6000,34000,東京,代引き
ORD00348,2024-11-01,C0912,P001,ノートPC,電子機器,120000,3,360000,0,0,360000,札幌,クレジットカード
ORD00349,2024-06-02,C0023,P004,マウス,周辺機器,3000,1,3000,0,0,3000,札幌,銀行振込
ORD00350,2024-02-18,C0160,P001,ノートPC,電子機器,120000,2,240000,0,0,240000,名古屋,代引き
ORD00351,2024-07-06,C0263,P010,スマートフォン,電子機器,80000,1,80000,5,4000,76000,札幌,クレジットカード
ORD00352,2024-10-19,C0752,P007,プリンター,周辺機器,25000,3,75000,0,0,75000,大阪,代引き
ORD00353,2024-09-04,C0840,P003,キーボード,周辺機器,8000,2,16000,10,1600,14400,大阪,代引き
ORD00354,2024-01-20,C0799,P010,スマートフォン,電子機器,80000,2,160000,0,0,160000,東京,代引き
ORD00355,2024-06-27,C0891,P007,プリンター,周辺機器,25000,2,50000,0,0,50000,福岡,クレジットカード
ORD00356,2024-11-20,C0537,P007,プリンター,周辺機器,25000,1,25000,0,0,25000,東京,代引き
ORD00357,2024-10-03,C0515,P010,スマートフォン,電子機器,80000,2,160000,0,0,160000,福岡,銀行振込
ORD00358,2024-01-26,C0590,P007,プリンター,周辺機器,25000,2,50000,10,5000,45000,大阪,銀行振込
ORD00359,2024-08-09,C0136,P005,USBメモリ,記憶媒体,2000,2,4000,0,0,4000,仙台,クレジットカード
ORD00360,2024-08-31,C0562,P010,スマートフォン,電子機器,80000,3,240000,0,0,240000,広島,代引き
ORD00361,2024-02-13,C0793,P007,プリンター,周辺機器,25000,3,75000,5,3750,71250,名古屋,銀行振込
ORD00362,2024-09-03,C0405,P009,タブレット,電子機器,50000,2,100000,5,5000,95000,福岡,銀行振込
ORD00363,2024-05-04,C0332,P002,モニター,電子機器,35000,2,70000,5,3500,66500,大阪,クレジットカード
ORD00364,2024-12-09,C0357,P007,プリンター,周辺機器,25000,2,50000,10,5000,45000,福岡,代引き
ORD00365,2024-06-25,C0789,P010,スマートフォン,電子機器,80000,3,240000,0,0,240000,札幌,銀行振込
ORD00366,2024-06-28,C0150,P010,スマートフォン,電子機器,80000,2,160000,10,16000,144000,京都,クレジットカード
ORD00367,2024-04-29,C0160,P004,マウス,周辺機器,3000,3,9000,0,0,9000,大阪,クレジットカード
ORD00368,2024-01-28,C0890,P004,マウス,周辺機器,3000,3,9000,0,0,9000,札幌,クレジットカード
ORD00369,2024-06-24,C0483,P002,モニター,電子機器,35000,2,70000,5,3500,66500,東京,代引き
ORD00370,2024-04-17,C0560,P009,タブレット,電子機器,50000,2,100000,0,0,100000,札幌,コンビニ払い
ORD00371,2024-11-14,C0386,P003,キーボード,周辺機器,8000,3,24000,0,0,24000,東京,代引き
ORD00372,2024-03-28,C0809,P001,ノートPC,電子機器,120000,3,360000,0,0,360000,札幌,クレジットカード
ORD00373,2024-08-26,C0677,P001,ノートPC,電子機器,120000,1,120000,5,6000,114000,札幌,代引き
ORD00374,2024-02-25,C0237,P001,ノートPC,電子機器,120000,2,240000,5,12000,228000,広島,クレジットカード
ORD00375,2024-06-10,C0091,P008,スキャナー,周辺機器,20000,3,60000,10,6000,54000,名古屋,銀行振込
ORD00376,2024-09-13,C0041,P008,スキャナー,周辺機器,20000,3,60000,0,0,60000,福岡,代引き
ORD00377,2024-06-19,C0019,P008,スキャナー,周辺機器,20000,2,40000,0,0,40000,仙台,代引き
ORD00378,2024-06-30,C0283,P005,USBメモリ,記憶媒体,2000,1,2000,10,200,1800,東京,代引き
ORD00379,2024-07-17,C0231,P001,ノートPC,電子機器,120000,3,360000,10,36000,324000,名古屋,代引き
ORD00380,2024-07-20,C0534,P003,キーボード,周辺機器,8000,1,8000,15,1200,6800,福岡,コンビニ払い
ORD00381,2024-05-03,C0994,P010,スマートフォン,電子機器,80000,1,80000,5,4000,76000,札幌,代引き
ORD00382,2024-08-17,C0669,P009,タブレット,電子機器,50000,1,50000,0,0,50000,名古屋,銀行振込
ORD00383,2024-03-11,C0932,P005,USBメモリ,記憶媒体,2000,3,6000,10,600,5400,名古屋,コンビニ払い
ORD00384,2024-03-15,C0070,P010,スマートフォン,電子機器,80000,2,160000,0,0,160000,大阪,銀行振込
ORD00385,2024-06-11,C0784,P003,キーボード,周辺機器,8000,3,24000,0,0,24000,仙台,コンビニ払い
ORD00386,2024-07-29,C0156,P005,USBメモリ,記憶媒体,2000,2,4000,10,400,3600,福岡,クレジットカード
ORD00387,2024-03-08,C0632,P003,キーボード,周辺機器,8000,1,8000,10,800,7200,札幌,銀行振込
ORD00388,2024-11-01,C0368,P004,マウス,周辺機器,3000,1,3000,0,0,3000,大阪,コンビニ払い
ORD00389,2024-03-09,C0730,P009,タブレット,電子機器,50000,5,250000,5,12500,237500,仙台,銀行振込
ORD00390,2024-07-17,C0168,P008,スキャナー,周辺機器,20000,2,40000,5,2000,38000,福岡,銀行振込
ORD00391,2024-01-17,C0974,P007,プリンター,周辺機器,25000,1,25000,0,0,25000,広島,銀行振込
ORD00392,2024-12-09,C0182,P004,マウス,周辺機器,3000,1,3000,0,0,3000,京都,コンビニ払い
ORD00393,2024-12-18,C0438,P006,外付けHDD,記憶媒体,10000,2,20000,5,1000,19000,広島,クレジットカード
ORD00394,2024-11-07,C0404,P007,プリンター,周辺機器,25000,3,75000,0,0,75000,東京,クレジットカード
ORD00395,2024-08-19,C0532,P008,スキャナー,周辺機器,20000,1,20000,0,0,20000,広島,クレジットカード
ORD00396,2024-10-12,C0195,P007,プリンター,周辺機器,25000,3,75000,0,0,75000,札幌,コンビニ払い
ORD00397,2024-07-22,C0171,P005,USBメモリ,記憶媒体,2000,2,4000,15,600,3400,広島,代引き
ORD00398,2024-11-09,C0926,P001,ノートPC,電子機器,120000,3,360000,10,36000,324000,名古屋,コンビニ払い
ORD00399,2024-11-26,C0116,P008,スキャナー,周辺機器,20000,1,20000,10,2000,18000,名古屋,銀行振込
ORD00400,2024-07-20,C0026,P007,プリンター,周辺機器,25000,2,50000,15,7500,42500,名古屋,コンビニ払い
ORD00401,2024-10-29,C0257,P004,マウス,周辺機器,3000,2,6000,0,0,6000,仙台,銀行振込
ORD00402,2024-03-04,C0650,P002,モニター,電子機器,35000,1,35000,5,1750,33250,仙台,クレジットカード
ORD00403,2024-09-25,C0627,P007,プリンター,周辺機器,25000,3,75000,10,7500,67500,名古屋,コンビニ払い
ORD00404,2024-10-08,C0935,P007,プリンター,周辺機器,25000,1,25000,0,0,25000,仙台,銀行振込
ORD00405,2024-03-24,C0430,P003,キーボード,周辺機器,8000,1,8000,0,0,8000,札幌,代引き
ORD00406,2024-08-16,C0121,P005,USBメモリ,記憶媒体,2000,3,6000,0,0,6000,名古屋,銀行振込
ORD00407,2024-01-02,C0470,P010,スマートフォン,電子機器,80000,2,160000,0,0,160000,京都,コンビニ払い
ORD00408,2024-10-05,C0244,P001,ノートPC,電子機器,120000,5,600000,5,30000,570000,福岡,コンビニ払い
ORD00409,2024-08-20,C0616,P007,プリンター,周辺機器,25000,2,50000,0,0,50000,東京,銀行振込
ORD00410,2024-10-07,C0840,P005,USBメモリ,記憶媒体,2000,3,6000,10,600,5400,福岡,クレジットカード
ORD00411,2024-04-04,C0038,P003,キーボード,周辺機器,8000,1,8000,0,0,8000,名古屋,クレジットカード
ORD00412,2024-12-07,C0340,P010,スマートフォン,電子機器,80000,3,240000,10,24000,216000,大阪,クレジットカード
ORD00413,2024-02-25,C0689,P007,プリンター,周辺機器,25000,1,25000,0,0,25000,札幌,銀行振込
ORD00414,2024-08-21,C0096,P010,スマートフォン,電子機器,80000,2,160000,0,0,160000,札幌,代引き
